"Crude Name","Acronym","Date","Batch #","Location","Density (kg/m^3)","Gravity (deg. API)","Sulphur (wt%)","MCR (wt%)","Sediment (ppmw)","TAN (mgKOH/g)","Salt (ptb)","Nickel (mg/kg)","Vanadium (mg/kg)","C3- (vol%)","Butanes (vol%)","Pentanes (vol%)","Hexanes (vol%)","Heptanes (vol%)","Octanes (vol%)","Nonanes (vol%)","Decanes (vol%)","Benzene (vol%)","Toluene (vol%)","Ethyl Benzene (vol%)","Xylenes (vol%)","C3- (mass%)","Butanes (mass%)","Pentanes (mass%)","Hexanes (mass%)","Heptanes (mass%)","Octanes (mass%)","Nonanes (mass%)","Decanes (mass%)","Benzene (mass%)","Toluene (mass%)","Ethyl Benzene (mass%)","Xylenes (mass%)","5% Off (deg. C)","10% Off (deg. C)","20% Off (deg. C)","30% Off (deg. C)","40% Off (deg. C)","50% Off (deg. C)","60% Off (deg. C)","70% Off (deg. C)","80% Off (deg. C)","90% Off (deg. C)","95% Off (deg. C)","99% Off (deg. C)","100% Off (deg. C)"
"Bow River North","BRN","2016-03-05","BRN-159","Hardisty","921.2","22","2.9","10.8","","0.88","","44","105","0.15","3.16","6.25","4.58","3.34","2.75","2.17","0.9","0.11","0.2","0.07","0.23","0.08","2","4.26","3.3","2.49","2.11","1.7","0.72","0.11","0.19","0.07","0.22","36.8","79.4","213.7","322","402.4","466.1","529","599.8","691.1","","","",""
"Bow River North","BRN","2016-02-01","BRN-006","Hardisty","918.6","22.4","2.9","9.8","","0.96","","44","107","0.16","2.54","6.15","4.42","3.21","2.65","2.15","0.94","0.12","0.24","0.07","0.31","0.08","1.61","4.21","3.19","2.4","2.04","1.69","0.75","0.12","0.23","0.07","0.29","","","","","","","","","","","","",""
"Bow River North","BRN","2016-01-25","BRN-180","Hardisty","919.6","22.2","2.89","9.9","","0.88","","42","99","0.19","2.75","5.57","4.41","3.33","2.77","2.21","0.94","0.12","0.26","0.08","0.33","0.1","1.74","3.81","3.18","2.49","2.13","1.73","0.75","0.12","0.25","0.08","0.31","","","","","","","","","","","","",""
"Bow River North","BRN","2015-12-07","BRN-000","Hardisty","922.6","21.7","3.08","10.5","","1.06","","56","129","0.09","2.06","7.23","5.23","3.48","2.49","1.66","0.88","0.17","0.32","0.07","0.33","0.05","1.3","4.92","3.76","2.59","1.91","1.3","0.7","0.16","0.3","0.07","0.31","40","86.3","241.2","343.2","418.2","480.8","548.2","622.6","699.6","","","",""
"Bow River North","BRN","2015-11-03","BRN-162","Hardisty","924.9","21.4","2.88","10.8","","0.97","","45","101","0.13","2.52","5.78","4.48","3.26","2.66","1.78","0.82","0.14","0.28","0.08","0.33","0.07","1.59","3.92","3.21","2.42","2.03","1.39","0.65","0.13","0.26","0.08","0.31","39.5","97.7","246.6","335.2","402.5","452.3","502.3","555.1","614.7","689.4","","",""
"Bow River North","BRN","2015-10-31","BRN-047","Hardisty","926","21.2","3.1","11","","1.09","","51","116","0.11","2.12","7.5","5.05","3.26","2.31","1.49","0.77","0.16","0.3","0.06","0.31","0.06","1.34","5.08","3.62","2.42","1.76","1.16","0.61","0.15","0.28","0.06","0.29","38.8","84.8","247.3","347.6","413","467.2","521","578.7","645.7","","","",""
"Bow River North","BRN","2015-09-01","BRN-000","Hardisty","929.2","20.7","2.99","11.1","","0.77","","51","116","0.15","2.34","6.82","4.96","3.16","2.3","1.67","0.8","0.13","0.22","0.05","0.23","0.08","1.47","4.61","3.54","2.34","1.75","1.3","0.63","0.12","0.21","0.05","0.21","","","","","","","","","","","","",""
"Bow River North","BRN","2015-08-02","BRN-085","Hardisty","923.7","21.6","2.96","10.5","","0.9","","50","115","0.13","2.33","5.59","4.34","3.55","3.32","2.3","0.88","0.13","0.27","0.11","0.35","0.07","1.47","3.8","3.12","2.64","2.54","1.8","0.7","0.12","0.25","0.1","0.33","","","","","","","","","","","","",""
"Bow River North","BRN","2015-07-01","BRN-115","Hardisty","923.8","21.5","2.92","10.6","","0.91","","44","101","0.13","2.09","6.05","4.83","3.17","2.55","2.25","1.17","0.13","0.22","0.07","0.29","0.07","1.32","4.11","3.47","2.36","1.95","1.76","0.93","0.12","0.21","0.07","0.27","","","","","","","","","","","","",""
"Bow River North","BRN","2015-06-01","BRN-094","Hardisty","916.8","22.7","2.83","8.6","","0.74","","44","101","0.23","2.93","4.8","3.58","2.77","2.39","1.89","0.98","0.1","0.21","0.07","0.32","0.12","1.86","3.29","2.59","2.08","1.84","1.49","0.78","0.1","0.2","0.07","0.3","37.1","88.3","227.7","307.4","373.4","434.9","501.4","581.5","680.7","","","",""
"Bow River North","BRN","2015-05-07","BRN-088","Hardisty","919.7","22.2","2.89","9.6","","0.85","","45","109","0.11","2.11","6.19","4.35","2.92","2.33","1.93","0.84","0.09","0.14","0.05","0.17","0.06","1.34","4.22","3.14","2.18","1.79","1.51","0.67","0.09","0.13","0.05","0.16","","","","","","","","","","","","",""
"Bow River North","BRN","2015-04-12","BRN-010","Hardisty","921.8","21.9","2.67","11.1","","0.78","","42","97","0.15","2.38","7.78","5.22","3.25","2.36","1.65","0.7","0.15","0.23","0.06","0.23","0.08","1.5","5.3","3.76","2.42","1.81","1.29","0.56","0.14","0.22","0.06","0.22","","","","","","","","","","","","",""
"Bow River North","BRN","2015-03-05","BRN-002","Hardisty","915.9","22.9","2.77","9.7","","0.75","","44","96","0.13","2.58","6.38","4.45","3.13","2.53","2.07","0.89","0.11","0.19","0.06","0.24","0.07","1.64","4.37","3.22","2.35","1.95","1.63","0.71","0.11","0.18","0.06","0.23","40","92.7","240","331.6","406.8","469.1","535","613.7","717.7","","","",""
"Bow River North","BRN","2015-02-02","BRN-040","Hardisty","918.9","22.4","2.87","9.7","","0.73","","47","106","0.11","2.07","5.6","4.32","2.98","2.51","1.99","0.91","0.11","0.22","0.07","0.3","0.06","1.31","3.83","3.12","2.23","1.93","1.56","0.73","0.11","0.21","0.07","0.28","","","","","","","","","","","","",""
"Bow River North","BRN","2015-01-15","BRN-174","Hardisty","924.7","21.4","2.83","10.9","","0.84","","43","100","0.16","1.81","6.44","5.1","3.08","2.49","1.92","0.77","0.12","0.17","0.04","0.15","0.09","1.14","4.37","3.66","2.29","1.9","1.5","0.61","0.11","0.16","0.04","0.14","","","","","","","","","","","","",""
"Bow River North","BRN","2014-12-05","BRN-034","Hardisty","925.6","21.2","2.87","10.4","","0.79","","46","102","0.13","2.05","5.99","4.35","2.99","2.25","1.59","0.73","0.12","0.19","0.06","0.19","0.07","1.29","4.07","3.12","2.22","1.72","1.24","0.58","0.11","0.18","0.06","0.18","47.3","113.3","256.4","340.9","409.8","465.9","522.1","587.5","666.7","","","",""
"Bow River North","BRN","2014-11-03","BRN-147","Hardisty","925.9","21.2","2.75","10.6","","0.65","","42","89","0.21","2.24","5.17","4.34","3.22","2.83","2","0.83","0.1","0.21","0.09","0.27","0.11","1.41","3.51","3.11","2.39","2.16","1.56","0.66","0.1","0.2","0.08","0.25","","","","","","","","","","","","",""
"Bow River North","BRN","2014-10-05","BRN-128","Hardisty","929.1","20.7","3.06","10.1","","0.86","","47","109","0.11","1.59","5.9","4.2","3.04","2.49","1.87","0.73","0.08","0.17","0.06","0.21","0.06","1","3.99","3","2.25","1.89","1.45","0.58","0.08","0.16","0.06","0.2","40.5","100.1","253.3","339.4","405.6","460.2","518.5","588","671.1","","","",""
"Bow River North","BRN","2014-09-06","BRN-081","Hardisty","932.6","20.1","2.81","11.5","","0.85","","45","101","0.11","1.87","5.85","4.5","3.11","2.47","1.64","0.74","0.11","0.2","0.06","0.25","0.06","1.17","3.94","3.2","2.29","1.87","1.27","0.58","0.1","0.19","0.06","0.23","60.8","134.2","283.4","369.5","433.7","491.9","552.2","624.4","713.1","","","",""
"Bow River North","BRN","2014-08-03","BRN-214","Hardisty","930.6","20.4","2.85","10.7","","0.65","","45","98","0.15","1.72","4.96","4.33","3.22","2.83","1.95","0.9","0.09","0.19","0.07","0.25","0.08","1.08","3.35","3.09","2.38","2.15","1.51","0.71","0.09","0.18","0.07","0.23","41.6","99.8","244.1","345.1","414.2","471.7","525","586.1","662.3","","","",""
"Bow River North","BRN","2014-07-01","BRN-161","Hardisty","932.1","20.2","2.94","11.3","","0.79","","43","93","0.11","1.7","5.89","4.58","3.02","2.43","1.62","0.8","0.14","0.22","0.07","0.24","0.06","1.06","3.97","3.26","2.23","1.84","1.25","0.63","0.13","0.21","0.07","0.22","40.3","95.2","264.3","361.5","432.2","493.8","556.5","628.3","716.3","","","",""
"Bow River North","BRN","2014-06-02","BRN-104","Hardisty","927.6","20.9","3.01","10.4","","0.85","","48","110","0.09","1.42","6.29","5.56","3.52","2.77","1.88","1.02","0.15","0.28","0.09","0.3","0.05","0.89","4.26","3.98","2.61","2.11","1.46","0.81","0.14","0.26","0.08","0.28","43.1","99.5","248.5","346","416.2","472.2","531.4","600.9","687.7","","","",""
"Bow River North","BRN","2014-04-04","BRN-026","Hardisty","923.2","21.6","2.82","10.74","","0.78","","50","104","0.21","2.77","6.6","5.32","3.44","2.68","1.74","0.78","0.14","0.26","0.08","0.29","0.11","1.75","4.49","3.82","2.56","2.05","1.36","0.62","0.13","0.25","0.08","0.27","","","","","","","","","","","","",""
"Bow River North","BRN","2014-03-05","BRN-627","Hardisty","922.4","21.8","3.03","9.4","229.7","0.96","16.1","48","112","0.16","2.15","5.68","4.48","3.22","2.56","1.8","0.72","0.15","0.29","0.07","0.3","0.08","1.36","3.87","3.22","2.4","1.96","1.41","0.57","0.14","0.27","0.07","0.28","38.2","83.3","217.1","313","382","441.3","504","582.3","676.3","","","",""
"Bow River North","BRN","2014-02-09","BRN-055","Hardisty","924.6","21.4","2.66","10.11","","0.79","","41","85","0.23","2.35","4.51","4.31","3.42","3.02","2.1","0.88","0.12","0.29","0.1","0.35","0.12","1.48","3.07","3.09","2.54","2.31","1.64","0.7","0.11","0.27","0.09","0.33","","","","","","","","","","","","",""
"Bow River North","BRN","2014-01-15","BRN-659","Hardisty","927","21","2.74","10.8","","0.61","","43","95","0.13","1.78","4.68","4.53","3.34","2.86","1.99","0.95","0.13","0.28","0.1","0.33","0.07","1.12","3.17","3.24","2.48","2.18","1.55","0.75","0.12","0.26","0.09","0.31","","","","","","","","","","","","",""
"Bow River North","BRN","2013-12-20","BRN-015","Hardisty","927.3","21","2.84","10.5","363","0.78","7.3","48","105","0.13","1.72","4.8","4.64","3.37","2.77","1.76","0.8","0.14","0.29","0.09","0.32","0.07","1.08","3.25","3.32","2.5","2.11","1.37","0.63","0.13","0.27","0.08","0.3","42.5","98.7","202.8","311.4","383.6","446","514.7","582.6","663.8","","","",""
"Bow River North","BRN","2013-11-21","BRN-050","Hardisty","929.4","20.6","2.9","10.8","","0.83","","48","102","0.11","1.76","5.34","4.78","3.3","2.67","1.78","0.72","0.11","0.2","0.06","0.21","0.06","1.1","3.61","3.41","2.44","2.03","1.38","0.57","0.1","0.19","0.06","0.2","","","","","","","","","","","","",""
"Bow River North","BRN","2013-10-03","BRN-023","Hardisty","929.8","20.6","2.82","10.3","","0.66","","45","97","0.16","2.07","4.64","4.26","3.21","2.61","1.77","0.75","0.11","0.2","0.06","0.23","0.08","1.3","3.13","3.04","2.37","1.98","1.37","0.59","0.1","0.19","0.06","0.21","","","","","","","","","","","","",""
"Bow River North","BRN","2013-09-14","BRN-058","Hardisty","927.2","21","2.74","10.4","314","0.69","11.8","46","102","0.11","2.14","5.1","4.57","3.01","2.48","2.07","1.13","0.1","0.19","0.07","0.21","0.06","1.35","3.46","3.27","2.23","1.89","1.61","0.89","0.1","0.18","0.07","0.2","39.3","88.6","218.9","332","409.5","464.1","518.6","583.9","665.2","","","",""
"Bow River North","BRN","2013-08-19","BRN-005","Hardisty","927.6","20.9","3.13","10.9","","0.9","","51","123","0.07","1.92","5.11","4.88","3.62","2.84","1.88","0.83","0.16","0.32","0.09","0.31","0.04","1.21","3.46","3.49","2.68","2.16","1.46","0.66","0.15","0.3","0.08","0.29","","","","","","","","","","","","",""
"Bow River North","BRN","2013-07-12","BRN-050","Hardisty","922.2","21.8","2.94","9.59","","0.86","","46","104","0.19","2.72","5.37","4.41","2.96","2.3","1.52","0.68","0.13","0.23","0.06","0.27","0.1","1.72","3.66","3.17","2.21","1.76","1.19","0.54","0.12","0.22","0.06","0.25","","","","","","","","","","","","",""
"Bow River North","BRN","2013-06-17","BRN-628","Hardisty","926.2","21.1","2.71","9.95","279","0.83","12.4","43","91","0.13","2.16","3.95","3.81","2.99","2.74","2.05","0.99","0.1","0.24","0.09","0.32","0.07","1.36","2.68","2.73","2.22","2.09","1.6","0.78","0.1","0.23","0.08","0.3","39.2","87.2","217.4","316.3","384.6","435.2","485.5","540.5","606.9","683.3","","",""
"Bow River North","BRN","2013-05-11","BRN-023","Hardisty","917.5","22.6","2.88","9.3","","0.8","","44","105","0.09","1.44","3.3","3.9","3.6","3.6","3.32","1.6","0.13","0.32","0.13","0.44","0.05","0.92","2.26","2.82","2.7","2.77","2.61","1.28","0.13","0.3","0.12","0.42","","","","","","","","","","","","",""
"Bow River North","BRN","2013-04-07","BRN-005","Hardisty","921.5","21.9","2.74","10","","0.64","","61","130","0.11","1.7","3.58","4.31","3.93","3.84","3.08","1.45","0.15","0.37","0.14","0.47","0.06","1.07","2.44","3.1","2.93","2.94","2.41","1.15","0.14","0.35","0.13","0.44","","","","","","","","","","","","",""
"Bow River North","BRN","2013-03-17","BRN-019","Hardisty","919.2","22.3","2.86","9.43","350.4","0.85","19.1","43","112","0.05","1.17","3.26","4.2","4.05","3.93","3.21","1.64","0.16","0.38","0.13","0.52","0.03","0.74","2.23","3.03","3.03","3.02","2.52","1.31","0.15","0.36","0.12","0.49","39.2","98.7","197.4","304.6","382","445.3","506.9","580.3","669.2","","","",""
"Bow River North","BRN","2013-01-17","BRN-034","Hardisty","921.2","22","3.13","9.4","","0.88","","48","118","0.09","1.39","5.44","4.93","3.7","2.92","2.06","0.98","0.18","0.36","0.08","0.39","0.05","0.88","3.71","3.55","2.76","2.24","1.61","0.78","0.17","0.34","0.08","0.37","","","","","","","","","","","","",""
"Bow River North","BRN","2012-12-26","BRN-065","Hardisty","926","21.2","2.9","10.1","","0.79","","42","93","0.09","1.32","4.86","4.4","3.21","2.5","1.86","0.74","0.12","0.22","0.06","0.22","0.05","0.83","3.3","3.15","2.38","1.91","1.45","0.59","0.11","0.21","0.06","0.21","42.5","88.1","215.9","318.2","391.1","448.7","505.5","571.1","649.2","","","",""
"Bow River North","BRN","2012-11-27","BRN-348","Hardisty","920.6","22.1","2.95","10.4","","0.91","","44","101","0.07","1.58","4.04","4.38","3.24","2.65","2.2","1.02","0.16","0.26","0.07","0.24","0.04","1","2.76","3.16","2.42","2.03","1.72","0.81","0.15","0.25","0.07","0.23","","","","","","","","","","","","",""
"Bow River North","BRN","2012-10-22","BRN-033","Hardisty","922.7","21.7","2.76","9.59","307.7","0.95","11.1","38","89","0.15","2.93","4.79","4.26","3.06","2.52","1.32","0.79","0.11","0.2","0.06","0.31","0.08","1.85","3.26","3.06","2.28","1.93","1.03","0.63","0.11","0.19","0.06","0.29","","","","","","","","","","","","",""
"Bow River North","BRN","2012-09-17","BRN-007","Hardisty","924.8","21.4","2.78","9.53","","0.79","","43","93","0.07","1.66","3.36","3.75","3.26","3.02","2.29","1.16","0.1","0.24","0.1","0.31","0.04","1.05","2.28","2.69","2.42","2.31","1.79","0.92","0.1","0.23","0.09","0.29","","","","","","","","","","","","",""
"Bow River North","BRN","2012-08-26","BRN-065","Hardisty","926","21.2","2.91","8.31","","0.93","","39","103","0.07","1.42","3.56","3.6","2.72","2.4","2","1.02","0.1","0.21","0.07","0.27","0.04","0.89","2.41","2.58","2.02","1.83","1.56","0.81","0.1","0.2","0.07","0.25","44.5","102.8","252.3","334.2","393.4","443.1","501.3","574.9","662","","","",""
"Bow River North","BRN","2012-06-13","BRN-027","Hardisty","918.9","22.4","2.65","8.62","","0.7","","39","91","0.09","2.14","3.99","3.57","2.78","2.54","2.37","1.34","0.11","0.23","0.08","0.31","0.05","1.36","2.73","2.58","2.08","1.95","1.86","1.07","0.11","0.22","0.08","0.29","95.3","167.3","273.5","350.3","412.4","464.3","521.5","592.1","676.5","","","",""
"Bow River North","BRN","2012-05-07","BRN-007","Hardisty","920.3","22.1","2.78","9.15","","0.87","","37","87","0.18","3.08","4.84","3.97","3.13","2.85","2.04","0.98","0.11","0.26","0.1","0.36","0.09","1.95","3.3","2.86","2.34","2.19","1.6","0.78","0.11","0.25","0.09","0.34","","","","","","","","","","","","",""
"Bow River North","BRN","2012-04-07","BRN-005","Hardisty","923.3","21.6","2.69","10.2","129.5","0.72","23.7","35","82","0.09","1.59","5.04","4.51","3.45","3.16","2.27","1.11","0.14","0.29","0.11","0.36","0.05","1","3.43","3.24","2.57","2.42","1.77","0.88","0.13","0.27","0.1","0.34","","","","","","","","","","","","",""
"Bow River North","BRN","2012-03-18","BRN-025","Hardisty","923.5","21.6","2.66","8.04","","0.93","","32","64","0.09","1.53","4.1","3.66","2.94","2.73","1.97","0.93","0.1","0.22","0.08","0.31","0.05","0.97","2.79","2.63","2.19","2.09","1.54","0.74","0.1","0.21","0.08","0.29","","","","","","","","","","","","",""
"Bow River North","BRN","2012-02-15","BRN-072","Hardisty","923.5","21.6","2.49","10.2","","0.67","","40","77","0.09","1.59","4.46","4.09","3.25","2.82","1.97","0.94","0.11","0.25","0.08","0.32","0.05","1","3.03","2.94","2.42","2.16","1.54","0.75","0.11","0.24","0.08","0.3","40.5","99.1","234","325.9","397.8","452.8","506.2","568.4","644.6","","","",""
"Bow River North","BRN","2011-12-27","BRN-060","Hardisty","922.5","21.8","2.77","9.05","","0.74","","36","90","0.14","1.77","4.95","4.12","3.11","2.73","2.12","0.94","0.11","0.24","0.08","0.31","0.07","1.12","3.37","2.96","2.32","2.09","1.66","0.75","0.11","0.23","0.08","0.29","","","","","","","","","","","","",""
"Bow River North","BRN","2011-11-19","BRN-643","Hardisty","933.1","20","2.77","9.63","","0.78","","42","96","0.12","1.85","4.6","4.1","3.15","2.71","1.93","0.86","0.12","0.24","0.08","0.29","0.06","1.16","3.1","2.91","2.32","2.05","1.49","0.68","0.11","0.22","0.07","0.27","","","","","","","","","","","","",""
"Bow River North","BRN","2011-10-13","BRN-001","Hardisty","929.2","20.7","2.91","9.54","","0.77","","63","136","0.07","1.22","3.39","3.8","3.39","3.2","2.52","1.05","0.12","0.28","0.1","0.35","0.04","0.77","2.29","2.71","2.51","2.43","1.96","0.83","0.11","0.26","0.09","0.33","86.1","163.5","285.3","361.8","425.9","482.5","544","615.8","700.2","","","",""
"Bow River North","BRN","2011-09-17","BRN-617","Hardisty","929.2","20.7","2.76","9.6","","0.76","","44","103","0.06","1.2","3.18","3.61","3.24","3.16","2.54","1.1","0.09","0.25","0.11","0.36","0.03","0.75","2.15","2.58","2.4","2.4","1.97","0.87","0.09","0.23","0.1","0.34","","","","","","","","","","","","",""
"Bow River North","BRN","2011-08-15","BRN-851","Hardisty","926.9","21","3.08","8.9","207","1.05","39.5","45","112","0.09","1.68","4.1","3.58","2.74","2.3","1.59","0.64","0.12","0.22","0.07","0.28","0.05","1.06","2.78","2.56","2.03","1.75","1.24","0.51","0.11","0.21","0.07","0.26","","","","","","","","","","","","",""
"Bow River North","BRN","2011-07-16","BRN-606","Hardisty","925.1","21.3","2.52","9.02","","0.79","","41","85","0.11","2.76","3.89","3.71","2.95","2.68","1.96","0.76","0.1","0.21","0.08","0.32","0.06","1.74","2.64","2.66","2.19","2.05","1.53","0.6","0.1","0.2","0.08","0.3","60.1","113.8","256.6","339.8","399","445.9","495.3","553.5","624.9","705.5","","",""
