"Crude Name","Acronym","Date","Batch #","Location","Density (kg/m^3)","Gravity (deg. API)","Sulphur (wt%)","MCR (wt%)","Sediment (ppmw)","TAN (mgKOH/g)","Salt (ptb)","Nickel (mg/kg)","Vanadium (mg/kg)","C3- (vol%)","Butanes (vol%)","Pentanes (vol%)","Hexanes (vol%)","Heptanes (vol%)","Octanes (vol%)","Nonanes (vol%)","Decanes (vol%)","Benzene (vol%)","Toluene (vol%)","Ethyl Benzene (vol%)","Xylenes (vol%)","C3- (mass%)","Butanes (mass%)","Pentanes (mass%)","Hexanes (mass%)","Heptanes (mass%)","Octanes (mass%)","Nonanes (mass%)","Decanes (mass%)","Benzene (mass%)","Toluene (mass%)","Ethyl Benzene (mass%)","Xylenes (mass%)","5% Off (deg. C)","10% Off (deg. C)","20% Off (deg. C)","30% Off (deg. C)","40% Off (deg. C)","50% Off (deg. C)","60% Off (deg. C)","70% Off (deg. C)","80% Off (deg. C)","90% Off (deg. C)","95% Off (deg. C)","99% Off (deg. C)","100% Off (deg. C)"
"Access Western Blend","AWB","2012-04-14","AWB-751","Edmonton","917.3","22.6","3.74","10.6","414.7","1.6","6.3","67","181","0.05","0.83","8.92","7.08","4.55","2.61","1.44","0.85","0.33","0.58","0.06","0.44","0.03","0.53","6.11","5.12","3.41","2.01","1.13","0.68","0.32","0.55","0.06","0.42","38.3","65.5","174.2","313","394","464.3","543.4","631.7","708.3","","","",""
"Access Western Blend","AWB","2012-03-16","AWB-705","Edmonton","915.5","22.9","3.77","10.8","","1.72","","69","174","0.04","0.77","9.9","7.73","4.61","2.57","1.32","0.75","0.36","0.55","0.06","0.39","0.02","0.49","6.79","5.6","3.46","1.98","1.04","0.6","0.35","0.52","0.06","0.37","","","","","","","","","","","","",""
"Access Western Blend","AWB","2012-02-10","AWB-684","Edmonton","917.4","22.6","3.85","10.5","","1.71","","71","200","0.02","0.39","6.4","7.18","5.95","3.44","1.49","0.63","0.37","0.74","0.08","0.51","0.01","0.25","4.38","5.19","4.46","2.65","1.17","0.5","0.36","0.7","0.08","0.48","","","","","","","","","","","","",""
"Access Western Blend","AWB","2012-01-15","AWB-640","Edmonton","919.8","22.2","3.95","12.5","109.1","1.78","6.2","72","207","0.04","0.85","10.1","7.53","4.54","2.4","1.01","0.38","0.32","0.52","0.05","0.36","0.02","0.54","6.89","5.43","3.39","1.84","0.79","0.3","0.31","0.49","0.05","0.34","37.9","65.9","162.7","321.6","403.1","474.1","557.3","644.4","719","","","",""
"Access Western Blend","AWB","2011-12-23","AWB-701","Edmonton","922.2","21.8","3.88","10.6","","1.63","","70","203","0.05","0.82","9.08","7.4","4.41","2.48","1.16","0.43","0.3","0.52","0.06","0.39","0.03","0.52","6.18","5.32","3.29","1.9","0.91","0.34","0.29","0.49","0.06","0.37","","","","","","","","","","","","",""
"Access Western Blend","AWB","2011-11-26","AWB-743","Edmonton","922.6","21.7","3.84","10.7","","1.75","","72","196","0.05","0.91","8.38","7.16","5.07","2.91","1.36","0.54","0.32","0.59","0.07","0.45","0.03","0.58","5.71","5.15","3.78","2.23","1.06","0.43","0.31","0.56","0.07","0.42","","","","","","","","","","","","",""
"Access Western Blend","AWB","2011-10-23","AWB-693","Edmonton","928.6","20.8","4.03","10.5","105","1.77","6.2","76","186","0.02","0.51","6.08","6.38","5.4","3.79","1.83","0.61","0.29","0.66","0.11","0.57","0.01","0.32","4.11","4.56","4","2.88","1.42","0.48","0.28","0.62","0.1","0.53","67.9","117.7","299","382.6","452.5","527","610.7","686.5","","","","",""
"Access Western Blend","AWB","2011-09-20","AWB-678","Edmonton","931.3","20.3","4.03","11","","1.63","","78","206","0.02","0.41","7.05","6.33","4.35","2.61","1.29","0.56","0.26","0.49","0.06","0.4","0.01","0.26","4.76","4.51","3.21","1.98","1","0.44","0.25","0.46","0.06","0.37","","","","","","","","","","","","",""
"Access Western Blend","AWB","2011-08-24","AWB-641","Edmonton","930.9","20.4","3.97","11","","1.71","","75","202","0.02","0.54","8.08","6.08","3.83","2.2","1.06","0.47","0.25","0.43","0.05","0.33","0.01","0.34","5.46","4.34","2.83","1.67","0.82","0.37","0.24","0.4","0.05","0.31","","","","","","","","","","","","",""
"Access Western Blend","AWB","2011-07-28","AWB-824","Edmonton","929.5","20.6","3.97","9.36","107","1.44","7.8","83","227","0.04","0.54","7.8","6.32","4.52","2.93","1.24","0.41","0.27","0.5","0.07","0.43","0.02","0.34","5.27","4.51","3.34","2.23","0.96","0.32","0.26","0.47","0.07","0.4","48.8","79.1","252.3","353.4","425.3","493.6","571.9","647.2","706.2","","","",""
"Access Western Blend","AWB","2011-06-26","AWB-698","Edmonton","928.1","20.8","4.11","10.9","","1.72","","","","0.04","0.65","7.57","6.2","3.94","2.26","1.05","0.46","0.29","0.47","0.05","0.36","0.02","0.41","5.13","4.44","2.92","1.72","0.82","0.36","0.28","0.44","0.05","0.34","","","","","","","","","","","","",""
"Access Western Blend","AWB","2011-05-24","AWB-811","Edmonton","921.8","21.9","3.98","10.5","","1.58","","74","200","0.02","0.46","8.68","7.23","4.06","2.13","1.12","0.62","0.34","0.47","0.05","0.35","0.01","0.29","5.92","5.21","3.03","1.63","0.88","0.49","0.33","0.44","0.05","0.33","","","","","","","","","","","","",""
