"Crude Name","Acronym","Date","Batch #","Location","Density (kg/m^3)","Gravity (deg. API)","Sulphur (wt%)","MCR (wt%)","Sediment (ppmw)","TAN (mgKOH/g)","Salt (ptb)","Nickel (mg/kg)","Vanadium (mg/kg)","C3- (vol%)","Butanes (vol%)","Pentanes (vol%)","Hexanes (vol%)","Heptanes (vol%)","Octanes (vol%)","Nonanes (vol%)","Decanes (vol%)","Benzene (vol%)","Toluene (vol%)","Ethyl Benzene (vol%)","Xylenes (vol%)","C3- (mass%)","Butanes (mass%)","Pentanes (mass%)","Hexanes (mass%)","Heptanes (mass%)","Octanes (mass%)","Nonanes (mass%)","Decanes (mass%)","Benzene (mass%)","Toluene (mass%)","Ethyl Benzene (mass%)","Xylenes (mass%)","5% Off (deg. C)","10% Off (deg. C)","20% Off (deg. C)","30% Off (deg. C)","40% Off (deg. C)","50% Off (deg. C)","60% Off (deg. C)","70% Off (deg. C)","80% Off (deg. C)","90% Off (deg. C)","95% Off (deg. C)","99% Off (deg. C)","100% Off (deg. C)"
"Christina Dilbit Blend","CDB","2018-03-03","CDB-333","Hardisty","916","22.8","3.81","10.2","","1.63","","61.2","155","0.1","1.27","10.18","6.27","3.78","2.5","1.57","0.89","0.22","0.39","0.05","0.39","0.05","0.81","6.98","4.54","2.84","1.93","1.24","0.71","0.21","0.37","0.05","0.37","","","","","","","","","","","","",""
"Christina Dilbit Blend","CDB","2018-02-01","CDB-977","Hardisty","913.4","23.3","3.76","9.8","","1.63","","58.7","155","0.05","1.13","9.3","6.1","3.57","2.46","2.01","1.47","0.22","0.38","0.05","0.39","0.03","0.72","6.4","4.43","2.69","1.9","1.59","1.18","0.21","0.36","0.05","0.37","","","","","","","","","","","","",""
"Christina Dilbit Blend","CDB","2018-01-03","CDB-551","Hardisty","916.7","22.7","3.74","10.4","49.3","1.68","4.2","62","163","0.1","1.1","9.79","6.14","3.71","2.37","1.23","0.69","0.21","0.38","0.04","0.37","0.05","0.7","6.7","4.44","2.78","1.83","0.97","0.55","0.2","0.36","0.04","0.35","40","77.2","229.1","333.4","406","471.4","547","629.5","708.5","","","",""
"Christina Dilbit Blend","CDB","2017-12-01","CDB-134","Hardisty","918.2","22.5","3.88","10.4","","1.79","","61.6","167","0.1","1.08","9.86","6.17","3.78","2.55","1.67","0.74","0.16","0.21","0.02","0.11","0.05","0.69","6.74","4.46","2.83","1.96","1.31","0.59","0.15","0.2","0.02","0.1","","","","","","","","","","","","",""
"Christina Dilbit Blend","CDB","2017-11-02","CDB-342","Hardisty","921.6","21.9","3.91","10.7","","1.58","","60.7","165","0.08","1.25","10.59","5.9","3.15","1.66","1.11","0.64","0.16","0.16","0.01","0.12","0.04","0.79","7.22","4.25","2.35","1.27","0.87","0.51","0.15","0.15","0.01","0.11","","","","","","","","","","","","",""
"Christina Dilbit Blend","CDB","2017-10-02","CDB-402","Hardisty","927","21","4","10.7","118.1","1.6","4.9","65.5","164","0.05","1.06","8.56","5.53","3.22","1.98","1.14","0.62","0.17","0.23","0.02","0.24","0.03","0.67","5.8","3.96","2.39","1.51","0.89","0.49","0.16","0.22","0.02","0.22","41.9","89.3","257.4","346.3","415.7","479.7","554.4","632.8","704.3","","","",""
"Christina Dilbit Blend","CDB","2017-09-01","CDB-239","Hardisty","929.3","20.6","4.11","11.3","","1.96","","71.9","180","0.02","0.97","11.5","6.05","2.77","1.2","0.57","0.33","0.18","0.19","0.01","0.11","0.01","0.61","7.77","4.32","2.05","0.91","0.44","0.26","0.17","0.18","0.01","0.1","","","","","","","","","","","","",""
"Christina Dilbit Blend","CDB","2017-08-01","CDB-004","Hardisty","928.5","20.8","3.96","11.2","","1.62","","67.8","168","0.04","1.09","10.19","6.09","2.96","1.47","0.82","0.43","0.19","0.26","0.02","0.16","0.02","0.69","6.89","4.35","2.19","1.12","0.64","0.34","0.18","0.24","0.02","0.15","","","","","","","","","","","","",""
"Christina Dilbit Blend","CDB","2017-07-13","CDB-037","Hardisty","928.5","20.8","3.87","11","195.7","1.63","6","63.4","157","0.04","1.15","8.39","5.58","3.07","1.87","1.16","0.58","0.17","0.26","0.04","0.2","0.02","0.72","5.68","3.99","2.27","1.42","0.9","0.46","0.16","0.24","0.04","0.19","38.2","67.4","238.5","338.8","410.3","472.5","541.4","618.7","696.3","","","",""
"Christina Dilbit Blend","CDB","2017-06-01","CDB-491","Hardisty","921.9","21.9","3.9","10.6","","1.7","","64","162","0.05","1.01","9.54","5.59","2.84","1.55","0.83","0.41","0.19","0.26","0.03","0.2","0.03","0.64","6.5","4.02","2.12","1.19","0.65","0.33","0.18","0.25","0.03","0.19","","","","","","","","","","","","",""
